population,x,y
1.000000000000000,-89.8481875205,29.6166542221
22.000000000000000,-89.8434265369,29.6090229923
3.000000000000000,-89.8769868028,29.6172901319
14.000000000000000,-89.8865883115,29.6175007563
8.000000000000000,-89.8817518144,29.6249213547
5.000000000000000,-89.8578607885,29.6018164287
16.000000000000000,-89.8722226308,29.6096589281
1.000000000000000,-89.8674592982,29.6020277436
1.000000000000000,-89.8577864069,29.6168668646
35.000000000000000,-89.8530243604,29.6092356432
54.000000000000000,-89.8626230585,29.6094476219
14.000000000000000,-89.8004518093,29.5704397625
11.000000000000000,-89.8100425683,29.5706537930
1.000000000000000,-89.8340620234,29.5636607716
40.000000000000000,-89.8147183172,29.5933332451
32.000000000000000,-89.8290705069,29.6011784518
18.000000000000000,-89.8243122643,29.5935472549
1.000000000000000,-89.8242335155,29.6085956746
47.000000000000000,-89.7956155282,29.5778562069
11.000000000000000,-89.8099619761,29.5857020623
1.000000000000000,-89.8052064736,29.5780709013
1.000000000000000,-89.7907788365,29.5852720161
20.000000000000000,-89.8003699680,29.5854873745
2.000000000000000,-89.8387432558,29.5863420996
9.000000000000000,-89.8530993577,29.5941852555
18.000000000000000,-89.8386663925,29.6013917826
1.000000000000000,-89.8339070870,29.5937605934
1.000000000000000,-89.8482631531,29.6016044416
3.000000000000000,-89.8435027850,29.5939732603
1.000000000000000,-89.8339845653,29.5787109601
